mode,fold,target,benchmark,subdir,instance_id,col_idx,weight
FIT-ALL,ALL,swtbench,visualwebbench,,webqa_272,37574,-0.03854624049032992
FIT-ALL,ALL,swtbench,visualwebbench,,webqa_83,37675,0.02554627792330363
FIT-ALL,ALL,gaia,bfcl,agentic_memory_vector,memory_vector_37,1257,-0.0005966706771796402
FIT-ALL,ALL,gaia,bfcl,live_multiple,live_multiple_190,2080,-0.0005935929400985681
FIT-ALL,ALL,gaia,bfcl,live_multiple,live_multiple_488,2280,0.06349704620715822
FIT-ALL,ALL,gaia,bfcl,live_multiple,live_multiple_520,2303,-0.03374703682258281
FIT-ALL,ALL,gaia,bfcl,multi_turn_miss_func,multi_turn_miss_func_191,3246,-0.000596670677179142
FIT-ALL,ALL,gaia,bfcl,non_live_simple_javascript,simple_javascript_42,4254,0.012464807735522266
FIT-ALL,ALL,gaia,bfcl,non_live_simple_python,simple_python_395,4406,0.08468339067503798
FIT-ALL,ALL,gaia,debugbench,,python3_faulty indexing_number-of-ways-of-cutting-a-pizza,4602,-0.04011007259651399
FIT-ALL,ALL,gaia,logiqa,,461_flexible-extract,13075,-0.060670312569534195
FIT-ALL,ALL,gaia,logiqa,,461_strict-match,13076,-0.060670312569534195
FIT-ALL,ALL,gaia,logiqa,,488_flexible-extract,13105,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_1_plan_generation,187,28212,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_2_plan_optimality,422,28974,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,116,30565,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,153,30606,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,159,30612,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,165,30619,0.00682370913605511
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,199,30656,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,2,30657,0.00682370913605511
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,262,30727,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,290,30758,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,300,30770,0.00682370913605511
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,315,30786,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,321,30793,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,340,30814,-0.0010813507565095527
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,354,30829,0.00682370913605511
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,369,30845,0.00682370913605511
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,383,30861,0.00682370913605511
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,412,30894,0.00682370913605511
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,421,30904,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,440,30925,-0.0010813507565095527
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,448,30933,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,484,30973,0.00682370913605511
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,491,30981,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,63,31007,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,86,31032,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,91,31038,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_7_plan_execution,97,31044,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_1_goal_shuffling,110,31060,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_1_goal_shuffling,127,31078,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_1_goal_shuffling,147,31100,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_1_goal_shuffling,285,31253,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_1_goal_shuffling,385,31364,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_1_goal_shuffling,437,31422,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,138,31590,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,147,31600,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,168,31623,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,211,31672,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,263,31729,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,28,31747,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,285,31753,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,367,31844,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,373,31851,0.00682370913605511
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,376,31854,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,394,31874,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,398,31878,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,405,31887,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,448,31934,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,57,32000,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_2_full_to_partial,77,32022,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,106,32055,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,113,32063,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,121,32072,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,159,32113,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,163,32118,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,193,32151,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,21,32170,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,212,32173,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,225,32187,0.00682370913605511
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,237,32200,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,238,32201,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,287,32255,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,292,32261,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,387,32366,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,399,32379,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,415,32398,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,441,32427,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,448,32434,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,48,32469,-0.0005966706771791451
FIT-ALL,ALL,gaia,planbench,task_8_3_partial_to_full,68,32512,-0.0005966706771791451
FIT-ALL,ALL,swebench,acp_gen,acp_app_gen,91,79,0.0014176927248972745
FIT-ALL,ALL,swebench,acp_gen,acp_nexta_gen,60,440,-0.007911571790697347
FIT-ALL,ALL,swebench,acp_gen,acp_val_gen,4,790,0.0014176927248973094
FIT-ALL,ALL,swebench,bfcl,agentic_memory_kv,memory_kv_132,931,0.013001891686317742
FIT-ALL,ALL,swebench,bfcl,agentic_memory_kv,memory_kv_57,995,-0.01260555545345846
FIT-ALL,ALL,swebench,bfcl,agentic_memory_vector,memory_vector_38,1258,-0.015937340926591013
FIT-ALL,ALL,swebench,bfcl,agentic_web_search_base,web_search_base_0,1325,0.013001891686317749
FIT-ALL,ALL,swebench,bfcl,agentic_web_search_base,web_search_base_11,1328,0.01300189168631775
FIT-ALL,ALL,swebench,bfcl,agentic_web_search_base,web_search_base_15,1332,-0.007911571790697344
FIT-ALL,ALL,swebench,bfcl,live_multiple,live_multiple_190,2080,-0.006611789802612214
FIT-ALL,ALL,swebench,bfcl,live_multiple,live_multiple_488,2280,-0.0019178061398510637
FIT-ALL,ALL,swebench,bfcl,live_multiple,live_multiple_520,2303,-0.023696038187954193
FIT-ALL,ALL,swebench,bfcl,multi_turn_long_context,multi_turn_long_context_13,3010,0.02213101500175844
FIT-ALL,ALL,swebench,bfcl,multi_turn_long_context,multi_turn_long_context_177,3055,0.017637172539151272
FIT-ALL,ALL,swebench,bfcl,non_live_simple_java,simple_java_26,4175,0.011619338118782595
FIT-ALL,ALL,swebench,debugbench,,python3_double_frog-position-after-t-seconds,4511,0.002579749714371916
FIT-ALL,ALL,swebench,debugbench,,python3_missing colons_delete-operation-for-two-strings,4731,0.0032942083017448403
FIT-ALL,ALL,swebench,livecodebench,codeexecution,52,10502,0.0014635538681648304
FIT-ALL,ALL,swebench,planbench,task_5_plan_generalization,47,30347,-0.004977563177570268
FIT-ALL,ALL,swebench,planbench,task_7_plan_execution,274,30740,0.013516209073536777
FIT-ALL,ALL,swebench_multimodal,bfcl,live_relevance,live_relevance_12,2633,-0.0040910066267815515
FIT-ALL,ALL,swebench_multimodal,bfcl,multi_turn_base,multi_turn_base_3,2902,2.787783172698774e-05
FIT-ALL,ALL,swebench_multimodal,logiqa,,62_flexible-extract,13329,0.0018138494186648647
FIT-ALL,ALL,swebench_multimodal,logiqa,,62_strict-match,13330,0.0018138494186648643
FIT-ALL,ALL,swebench_multimodal,planbench,task_1_plan_generation,196,28222,2.7877831726985865e-05
FIT-ALL,ALL,swebench_multimodal,planbench,task_1_plan_generation,257,28290,2.7877831726985865e-05
FIT-ALL,ALL,swebench_multimodal,planbench,task_1_plan_generation,266,28300,2.7877831726985865e-05
FIT-ALL,ALL,swebench_multimodal,planbench,task_1_plan_generation,96,28612,2.7877831726985865e-05
FIT-ALL,ALL,swebench_multimodal,planbench,task_2_plan_optimality,107,28624,2.7877831726985865e-05
FIT-ALL,ALL,swebench_multimodal,repobench,repobench_if_python_exact_match,repobench_18,33243,2.7877831726985865e-05
FIT-ALL,ALL,swtbench,bfcl,live_irrelevance,live_irrelevance_786,1931,0.02616092936144347
FIT-ALL,ALL,swtbench,planbench,task_5_plan_generalization,160,30004,-0.0029359969269767998
FIT-ALL,ALL,swtbench,planbench,task_5_plan_generalization,163,30007,-0.002935996926976802
FIT-ALL,ALL,swtbench,planbench,task_5_plan_generalization,171,30016,-0.002935996926976802
FIT-ALL,ALL,swtbench,planbench,task_5_plan_generalization,175,30020,-0.002935996926976802
FIT-ALL,ALL,swtbench,planbench,task_5_plan_generalization,296,30154,-0.002935996926976802
FIT-ALL,ALL,swtbench,planbench,task_5_plan_generalization,415,30287,-0.002935996926976802
FIT-ALL,ALL,swtbench,planbench,task_5_plan_generalization,424,30297,-0.002935996926976802
FIT-ALL,ALL,swtbench,planbench,task_5_plan_generalization,43,30303,-0.002935996926976802
FIT-ALL,ALL,swtbench,planbench,task_5_plan_generalization,438,30312,-0.002935996926976802
FIT-ALL,ALL,swtbench,planbench,task_5_plan_generalization,439,30313,-0.002935996926976802
