model,ins_id,param_id,length,format,correct,ori,total_score
kimi-k2-0711-preview,3,3,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,3,4,120,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,3,5,120,1.0,0.0,1.0,0.5
kimi-k2-0711-preview,4,0,120,1.0,0.0,1.0,0.5
kimi-k2-0711-preview,4,1,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,4,2,120,0.5,0.0,1.0,0.375
kimi-k2-0711-preview,4,3,120,0.5,0.0,1.0,0.375
kimi-k2-0711-preview,4,4,120,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,4,5,120,0.5,0.0,1.0,0.375
kimi-k2-0711-preview,5,0,120,0.5,1.0,1.0,0.875
kimi-k2-0711-preview,5,1,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,5,2,120,0.5,0.0,1.0,0.375
kimi-k2-0711-preview,5,3,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,5,4,120,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,5,5,120,1.0,0.0,1.0,0.5
kimi-k2-0711-preview,6,0,120,1.0,0.0,1.0,0.5
kimi-k2-0711-preview,6,1,120,1.0,0.0,1.0,0.5
kimi-k2-0711-preview,6,2,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,6,3,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,6,4,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,6,5,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,7,0,120,1.0,0.0,1.0,0.5
kimi-k2-0711-preview,7,1,120,1.0,0.0,1.0,0.5
kimi-k2-0711-preview,7,2,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,7,3,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,7,4,120,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,7,5,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,8,0,120,1.0,0.0,1.0,0.5
kimi-k2-0711-preview,8,1,120,0.5,1.0,1.0,0.875
kimi-k2-0711-preview,8,2,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,8,3,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,8,4,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,8,5,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,9,0,120,0.2,1.0,1.0,0.8
kimi-k2-0711-preview,9,1,120,0.2,1.0,1.0,0.8
kimi-k2-0711-preview,9,2,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,9,3,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,9,4,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,9,5,120,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,10,0,120,1.0,0.0,1.0,0.5
kimi-k2-0711-preview,10,1,120,1.0,0.0,1.0,0.5
kimi-k2-0711-preview,10,2,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,10,3,120,0.2,0.0,1.0,0.3
kimi-k2-0711-preview,10,4,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,10,5,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,11,0,120,0.3,0.0,1.0,0.325
kimi-k2-0711-preview,11,1,120,0.0,0.0,0.0,0.0
kimi-k2-0711-preview,11,2,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,11,3,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,11,4,120,1.0,0.5,1.0,0.75
kimi-k2-0711-preview,11,5,120,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,3,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,3,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,3,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,0,5,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,3,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,5,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,3,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,3,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,3,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,3,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,2,5,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,3,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,5,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,3,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,5,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,5,0,3,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,5,1,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,5,2,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,5,3,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,5,4,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,5,5,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,6,0,3,0.0,0.0,1.0,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,6,1,3,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,6,2,3,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,6,3,3,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,6,4,3,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,6,5,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,7,0,3,0.0,0.0,1.0,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,7,1,3,0.0,0.0,1.0,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,7,2,3,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,7,3,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,7,4,3,0.0,1.0,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,7,5,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,8,0,3,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,8,1,3,0.0,0.0,1.0,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,8,2,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,8,3,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,8,4,3,0.0,1.0,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,8,5,3,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,9,0,3,0.0,1.0,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,9,1,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,9,2,3,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,9,3,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,9,4,3,0.0,1.0,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,9,5,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,10,0,3,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,10,1,3,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,10,2,3,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,10,3,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,10,4,3,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,10,5,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,11,0,3,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,11,1,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,11,2,3,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,11,3,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,11,4,3,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,11,5,3,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,6,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,6,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,6,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,6,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,0,5,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,6,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,5,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,6,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,6,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,2,5,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,6,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,5,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,6,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,5,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,5,0,6,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,5,1,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,5,2,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,5,3,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,5,4,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,5,5,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,6,0,6,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,6,1,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,6,2,6,0.0,1.0,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,6,3,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,6,4,6,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,6,5,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,7,0,6,0.0,1.0,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,7,1,6,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,7,2,6,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,7,3,6,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,7,4,6,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,7,5,6,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,8,0,6,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,8,1,6,0.2,1.0,1.0,0.8
Llama-4-Maverick-17B-128E-Instruct-FP8,8,2,6,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,8,3,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,8,4,6,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,8,5,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,9,0,6,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,9,1,6,0.0,0.0,1.0,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,9,2,6,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,9,3,6,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,9,4,6,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,9,5,6,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,10,0,6,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,10,1,6,0.0,0.0,1.0,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,10,2,6,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,10,3,6,0.0,0.0,1.0,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,10,4,6,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,10,5,6,0.0,0.0,1.0,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,11,0,6,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,11,1,6,0.0,0.0,1.0,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,11,2,6,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,11,3,6,0.3,1.0,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,11,4,6,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,11,5,6,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,13,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,0,5,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,13,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,13,0.3,0.0,1.0,0.325
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,1,5,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,2,5,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,13,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,3,5,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,13,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,5,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,5,0,13,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,5,1,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,5,2,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,5,3,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,5,4,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,5,5,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,6,0,13,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,6,1,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,6,2,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,6,3,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,6,4,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,6,5,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,7,0,13,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,7,1,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,7,2,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,7,3,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,7,4,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,7,5,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,8,0,13,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,8,1,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,8,2,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,8,3,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,8,4,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,8,5,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,9,0,13,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,9,1,13,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,9,2,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,9,3,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,9,4,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,9,5,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,10,0,13,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,10,1,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,10,2,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,10,3,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,10,4,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,10,5,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,11,0,13,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,11,1,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,11,2,13,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,11,3,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,11,4,13,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,11,5,13,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,28,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,28,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,0,5,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,28,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,28,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,28,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,5,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,28,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,28,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,28,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,28,0.0,0.0,1.0,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,2,5,28,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,28,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,28,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,28,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,5,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,28,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,28,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,28,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,5,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,5,0,28,0.5,1.0,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,5,1,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,5,2,28,1.0,0.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,5,3,28,1.0,0.5,1.0,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,5,4,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,5,5,28,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,6,0,28,0.5,1.0,1.0,0.875
