model,ins_id,param_id,length,format,num,correct,order,total_score
claude-opus-4-5-20251101,1,0,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,1,1,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,1,2,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,1,3,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,1,4,28,0.0,1.0,1.0,1.0,0.8
claude-opus-4-5-20251101,2,0,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,2,1,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,2,2,28,0.5,0.5555555555555556,1.0,1.0,0.7666666666666667
claude-opus-4-5-20251101,2,3,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,2,4,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,3,0,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,3,1,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,3,2,28,0.75,1.0,0.8333333333333334,1.0,0.9
claude-opus-4-5-20251101,3,3,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,3,4,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,4,0,28,0.0,0.3333333333333333,1.0,1.0,0.6
claude-opus-4-5-20251101,4,1,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,4,2,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,4,3,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,4,4,28,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,0,0,60,0.5,1.0,0.5,0.5,0.65
claude-opus-4-5-20251101,0,1,60,0.0,1.0,1.0,1.0,0.8
claude-opus-4-5-20251101,0,2,60,0.75,1.0,0.8333333333333334,1.0,0.9
claude-opus-4-5-20251101,0,3,60,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,0,4,60,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,1,0,60,0.75,1.0,0.0,0.5,0.55
claude-opus-4-5-20251101,1,1,60,0.75,1.0,0.75,1.0,0.875
claude-opus-4-5-20251101,1,2,60,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,1,3,60,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,1,4,60,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,2,0,60,0.5,1.0,0.5,0.5,0.65
claude-opus-4-5-20251101,2,1,60,0.75,1.0,0.75,1.0,0.875
claude-opus-4-5-20251101,2,2,60,0.75,1.0,0.8333333333333334,1.0,0.9
claude-opus-4-5-20251101,2,3,60,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,2,4,60,0.75,1.0,0.9,1.0,0.9199999999999999
claude-opus-4-5-20251101,3,0,60,0.75,1.0,0.5,0.5,0.7
claude-opus-4-5-20251101,3,1,60,0.75,1.0,0.75,1.0,0.875
claude-opus-4-5-20251101,3,2,60,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,3,3,60,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,3,4,60,0.75,1.0,0.9,1.0,0.9199999999999999
claude-opus-4-5-20251101,4,0,60,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,4,1,60,0.75,1.0,0.75,1.0,0.875
claude-opus-4-5-20251101,4,2,60,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,4,3,60,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,4,4,60,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,0,0,120,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,0,1,120,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,0,2,120,0.75,1.0,0.8333333333333334,1.0,0.9
claude-opus-4-5-20251101,0,3,120,0.75,1.0,0.375,1.0,0.7625
claude-opus-4-5-20251101,0,4,120,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,1,0,120,0.0,1.0,0.5,0.5,0.55
claude-opus-4-5-20251101,1,1,120,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,1,2,120,0.75,1.0,0.6666666666666666,1.0,0.85
claude-opus-4-5-20251101,1,3,120,0.75,1.0,0.375,1.0,0.7625
claude-opus-4-5-20251101,1,4,120,0.75,1.0,0.9,1.0,0.9199999999999999
claude-opus-4-5-20251101,2,0,120,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,2,1,120,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,2,2,120,0.75,1.0,0.8333333333333334,1.0,0.9
claude-opus-4-5-20251101,2,3,120,0.75,1.0,0.5,1.0,0.8
claude-opus-4-5-20251101,2,4,120,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,3,0,120,0.0,0.0,1.0,1.0,0.5
claude-opus-4-5-20251101,3,1,120,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,3,2,120,0.75,1.0,0.5,1.0,0.8
claude-opus-4-5-20251101,3,3,120,0.75,1.0,0.5,1.0,0.8
claude-opus-4-5-20251101,3,4,120,0.75,1.0,0.9,1.0,0.9199999999999999
claude-opus-4-5-20251101,4,0,120,0.75,1.0,0.5,0.5,0.7
claude-opus-4-5-20251101,4,1,120,0.75,1.0,1.0,1.0,0.95
claude-opus-4-5-20251101,4,2,120,0.75,1.0,0.8333333333333334,1.0,0.9
claude-opus-4-5-20251101,4,3,120,0.75,1.0,0.625,1.0,0.8375
claude-opus-4-5-20251101,4,4,120,0.75,1.0,1.0,1.0,0.95
kimi-k2-0711-preview,0,0,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,0,1,3,1.0,1.0,0.75,1.0,0.925
kimi-k2-0711-preview,0,2,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,0,3,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,0,4,3,1.0,1.0,0.9,1.0,0.97
kimi-k2-0711-preview,1,0,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,1,1,3,1.0,1.0,0.75,1.0,0.925
kimi-k2-0711-preview,1,2,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,1,3,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,1,4,3,1.0,1.0,0.9,1.0,0.97
kimi-k2-0711-preview,2,0,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,2,1,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,2,2,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,2,3,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,2,4,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,3,0,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,3,1,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,3,2,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,3,3,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,3,4,3,0.0,1.0,0.9,1.0,0.77
kimi-k2-0711-preview,4,0,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,4,1,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,4,2,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,4,3,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,4,4,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,0,0,6,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,0,1,6,1.0,1.0,0.5,1.0,0.85
kimi-k2-0711-preview,0,2,6,1.0,1.0,0.6666666666666666,1.0,0.9
kimi-k2-0711-preview,0,3,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,0,4,6,1.0,1.0,0.9,1.0,0.97
kimi-k2-0711-preview,1,0,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,1,1,6,1.0,1.0,0.75,1.0,0.925
kimi-k2-0711-preview,1,2,6,1.0,1.0,0.6666666666666666,1.0,0.9
kimi-k2-0711-preview,1,3,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,1,4,6,1.0,1.0,0.9,1.0,0.97
kimi-k2-0711-preview,2,0,6,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,2,1,6,1.0,1.0,0.5,1.0,0.85
kimi-k2-0711-preview,2,2,6,1.0,1.0,0.8333333333333334,1.0,0.95
kimi-k2-0711-preview,2,3,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,2,4,6,1.0,1.0,0.8000000000000002,1.0,0.9400000000000001
kimi-k2-0711-preview,3,0,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,3,1,6,1.0,1.0,0.5,1.0,0.85
kimi-k2-0711-preview,3,2,6,1.0,1.0,0.8333333333333334,1.0,0.95
kimi-k2-0711-preview,3,3,6,1.0,1.0,0.875,1.0,0.9625
kimi-k2-0711-preview,3,4,6,1.0,1.0,0.8000000000000002,1.0,0.9400000000000001
kimi-k2-0711-preview,4,0,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,4,1,6,1.0,1.0,0.75,1.0,0.925
kimi-k2-0711-preview,4,2,6,1.0,1.0,0.8333333333333334,1.0,0.95
kimi-k2-0711-preview,4,3,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,4,4,6,1.0,1.0,0.9,1.0,0.97
kimi-k2-0711-preview,0,0,13,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,0,1,13,1.0,1.0,0.5,1.0,0.85
kimi-k2-0711-preview,0,2,13,1.0,1.0,0.5,1.0,0.85
kimi-k2-0711-preview,0,3,13,1.0,1.0,0.875,1.0,0.9625
kimi-k2-0711-preview,0,4,13,1.0,1.0,0.6,1.0,0.8800000000000001
kimi-k2-0711-preview,1,0,13,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,1,1,13,1.0,1.0,0.5,1.0,0.85
kimi-k2-0711-preview,1,2,13,1.0,1.0,0.6666666666666666,1.0,0.9
kimi-k2-0711-preview,1,3,13,1.0,1.0,0.875,1.0,0.9625
kimi-k2-0711-preview,1,4,13,1.0,1.0,0.6,1.0,0.8800000000000001
kimi-k2-0711-preview,2,0,13,1.0,1.0,0.5,0.5,0.75
kimi-k2-0711-preview,2,1,13,1.0,1.0,0.5,1.0,0.85
kimi-k2-0711-preview,2,2,13,1.0,1.0,0.6666666666666666,1.0,0.9
kimi-k2-0711-preview,2,3,13,1.0,1.0,0.875,1.0,0.9625
kimi-k2-0711-preview,2,4,13,1.0,1.0,0.6,1.0,0.8800000000000001
kimi-k2-0711-preview,3,0,13,1.0,1.0,0.5,0.5,0.75
kimi-k2-0711-preview,3,1,13,0.75,1.0,0.0,0.5,0.55
kimi-k2-0711-preview,3,2,13,1.0,1.0,0.8333333333333334,1.0,0.95
kimi-k2-0711-preview,3,3,13,1.0,1.0,0.875,1.0,0.9625
kimi-k2-0711-preview,3,4,13,1.0,1.0,0.6,1.0,0.8800000000000001
kimi-k2-0711-preview,4,0,13,1.0,1.0,0.5,0.5,0.75
kimi-k2-0711-preview,4,1,13,1.0,1.0,0.75,1.0,0.925
kimi-k2-0711-preview,4,2,13,1.0,1.0,0.5,1.0,0.85
kimi-k2-0711-preview,4,3,13,1.0,1.0,0.875,1.0,0.9625
kimi-k2-0711-preview,4,4,13,1.0,1.0,0.6,1.0,0.8800000000000001
kimi-k2-0711-preview,0,0,28,1.0,1.0,0.5,0.5,0.75
kimi-k2-0711-preview,0,1,28,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,0,2,28,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,0,3,28,1.0,1.0,0.75,1.0,0.925
kimi-k2-0711-preview,0,4,28,1.0,1.0,0.5,1.0,0.85
kimi-k2-0711-preview,1,0,28,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,1,1,28,1.0,1.0,0.75,1.0,0.925
kimi-k2-0711-preview,1,2,28,1.0,1.0,0.8333333333333334,1.0,0.95
kimi-k2-0711-preview,1,3,28,1.0,1.0,0.625,1.0,0.8875
kimi-k2-0711-preview,1,4,28,1.0,1.0,0.5,1.0,0.85
kimi-k2-0711-preview,2,0,28,1.0,1.0,0.5,0.5,0.75
kimi-k2-0711-preview,2,1,28,0.75,1.0,0.0,0.5,0.55
kimi-k2-0711-preview,2,2,28,1.0,1.0,0.8333333333333334,1.0,0.95
kimi-k2-0711-preview,2,3,28,1.0,1.0,0.625,1.0,0.8875
kimi-k2-0711-preview,2,4,28,1.0,1.0,0.4000000000000001,1.0,0.82
kimi-k2-0711-preview,3,0,28,1.0,1.0,0.5,0.5,0.75
kimi-k2-0711-preview,3,1,28,1.0,1.0,0.25,0.5,0.675
kimi-k2-0711-preview,3,2,28,1.0,1.0,0.8333333333333334,1.0,0.95
kimi-k2-0711-preview,3,3,28,1.0,1.0,0.625,1.0,0.8875
kimi-k2-0711-preview,3,4,28,1.0,1.0,0.5,1.0,0.85
kimi-k2-0711-preview,4,0,28,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,4,1,28,1.0,1.0,0.25,0.5,0.675
kimi-k2-0711-preview,4,2,28,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,4,3,28,0.75,1.0,0.625,1.0,0.8375
kimi-k2-0711-preview,4,4,28,1.0,1.0,0.8000000000000002,1.0,0.9400000000000001
kimi-k2-0711-preview,0,0,60,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,0,1,60,1.0,1.0,0.25,0.5,0.675
kimi-k2-0711-preview,0,2,60,1.0,1.0,0.3333333333333333,1.0,0.8
kimi-k2-0711-preview,0,3,60,1.0,1.0,0.25,1.0,0.775
kimi-k2-0711-preview,0,4,60,1.0,1.0,0.10000000000000002,0.5,0.63
kimi-k2-0711-preview,1,0,60,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,1,1,60,1.0,1.0,0.25,0.5,0.675
kimi-k2-0711-preview,1,2,60,1.0,1.0,0.5,1.0,0.85
kimi-k2-0711-preview,1,3,60,1.0,1.0,0.125,0.5,0.6375
kimi-k2-0711-preview,1,4,60,0.0,0.6,0.0,0.5,0.27999999999999997
kimi-k2-0711-preview,2,0,60,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,2,1,60,1.0,1.0,0.25,0.5,0.675
kimi-k2-0711-preview,2,2,60,1.0,1.0,0.3333333333333333,1.0,0.8
kimi-k2-0711-preview,2,3,60,1.0,1.0,0.125,0.5,0.6375
kimi-k2-0711-preview,2,4,60,1.0,1.0,0.3,1.0,0.79
kimi-k2-0711-preview,3,0,60,0.75,1.0,0.0,0.5,0.55
kimi-k2-0711-preview,3,1,60,1.0,1.0,0.25,0.5,0.675
kimi-k2-0711-preview,3,2,60,1.0,1.0,0.3333333333333333,1.0,0.8
kimi-k2-0711-preview,3,3,60,0.0,1.0,0.25,1.0,0.575
kimi-k2-0711-preview,3,4,60,1.0,1.0,0.20000000000000004,1.0,0.76
kimi-k2-0711-preview,4,0,60,1.0,1.0,0.5,0.5,0.75
kimi-k2-0711-preview,4,1,60,1.0,1.0,0.25,0.5,0.675
kimi-k2-0711-preview,4,2,60,1.0,1.0,0.3333333333333333,1.0,0.8
kimi-k2-0711-preview,4,3,60,1.0,1.0,0.125,0.5,0.6375
kimi-k2-0711-preview,4,4,60,1.0,1.0,0.10000000000000002,0.5,0.63
kimi-k2-0711-preview,0,0,120,0.0,1.0,0.0,0.5,0.4
kimi-k2-0711-preview,0,1,120,0.0,1.0,0.25,0.5,0.475
kimi-k2-0711-preview,0,2,120,0.0,0.5555555555555556,0.0,0.5,0.2666666666666667
kimi-k2-0711-preview,0,3,120,0.0,1.0,0.0,0.5,0.4
kimi-k2-0711-preview,0,4,120,0.75,1.0,0.0,0.5,0.55
kimi-k2-0711-preview,1,0,120,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,1,1,120,0.0,1.0,0.0,0.5,0.4
kimi-k2-0711-preview,1,2,120,1.0,1.0,0.16666666666666666,0.5,0.65
kimi-k2-0711-preview,1,3,120,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,1,4,120,0.0,0.6,0.0,0.5,0.27999999999999997
kimi-k2-0711-preview,2,0,120,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,2,1,120,0.0,1.0,0.0,0.5,0.4
kimi-k2-0711-preview,2,2,120,0.75,1.0,0.16666666666666666,0.5,0.6
kimi-k2-0711-preview,2,3,120,0.75,1.0,0.0,0.5,0.55
kimi-k2-0711-preview,2,4,120,0.0,1.0,0.0,0.5,0.4
kimi-k2-0711-preview,3,0,120,0.0,1.0,0.0,0.5,0.4
kimi-k2-0711-preview,3,1,120,0.0,1.0,0.0,0.5,0.4
kimi-k2-0711-preview,3,2,120,0.0,1.0,0.3333333333333333,1.0,0.6
kimi-k2-0711-preview,3,3,120,0.0,1.0,0.0,0.5,0.4
kimi-k2-0711-preview,3,4,120,0.0,0.5333333333333333,0.0,0.5,0.26
kimi-k2-0711-preview,4,0,120,0.75,1.0,0.0,0.5,0.55
kimi-k2-0711-preview,4,1,120,0.0,1.0,0.0,0.5,0.4
kimi-k2-0711-preview,4,2,120,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,4,3,120,1.0,1.0,0.0,0.5,0.6
kimi-k2-0711-preview,4,4,120,1.0,1.0,0.0,0.5,0.6
gemini-3-pro-preview,0,0,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,0,1,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,0,2,3,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,0,3,3,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,0,4,3,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,1,0,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,1,1,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,1,2,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,1,3,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,1,4,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,2,0,3,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,2,1,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,2,2,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,2,3,3,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,2,4,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,0,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,1,3,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,3,2,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,3,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,4,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,4,0,3,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,4,1,3,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,4,2,3,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,4,3,3,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,4,4,3,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,0,0,6,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,0,1,6,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,0,2,6,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,0,3,6,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,0,4,6,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,1,0,6,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,1,1,6,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,1,2,6,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,1,3,6,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,1,4,6,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,2,0,6,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,2,1,6,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,2,2,6,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,2,3,6,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,2,4,6,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,0,6,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,1,6,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,2,6,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,3,6,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,4,6,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,4,0,6,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,4,1,6,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,4,2,6,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,4,3,6,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,4,4,6,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,0,0,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,0,1,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,0,2,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,0,3,13,1.0,1.0,0.75,1.0,0.925
gemini-3-pro-preview,0,4,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,1,0,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,1,1,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,1,2,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,1,3,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,1,4,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,2,0,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,2,1,13,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,2,2,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,2,3,13,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,2,4,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,0,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,1,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,2,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,3,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,4,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,4,0,13,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,4,1,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,4,2,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,4,3,13,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,4,4,13,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,0,0,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,0,1,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,0,2,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,0,3,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,0,4,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,1,0,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,1,1,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,1,2,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,1,3,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,1,4,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,2,0,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,2,1,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,2,2,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,2,3,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,2,4,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,3,0,28,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,1,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,3,2,28,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,3,28,1.0,1.0,1.0,1.0,1.0
gemini-3-pro-preview,3,4,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,4,0,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,4,1,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,4,2,28,0.75,1.0,1.0,1.0,0.95
gemini-3-pro-preview,4,3,28,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,4,4,28,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,0,0,60,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,0,1,60,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,0,2,60,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,0,3,60,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,0,4,60,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,1,0,60,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,1,1,60,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,1,2,60,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,1,3,60,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,1,4,60,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,2,0,60,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,2,1,60,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,2,2,60,0.0,0.0,0.0,0.0,0.0
gemini-3-pro-preview,2,3,60,0.0,0.0,0.5,0.0,0.15
gemini-3-pro-preview,2,4,60,0.0,0.0,0.3,0.0,0.09
gemini-3-pro-preview,3,0,60,0.0,0.0,0.5,0.5,0.25
gemini-3-pro-preview,3,1,60,0.0,0.0,0.5,1.0,0.35
gemini-3-pro-preview,3,2,60,0.0,0.0,0.5,0.0,0.15
gemini-3-pro-preview,3,3,60,0.0,0.0,0.5,0.0,0.15
gemini-3-pro-preview,3,4,60,0.0,0.0,0.3,0.0,0.09
gemini-3-pro-preview,4,0,60,0.0,0.0,0.0,0.5,0.1
gemini-3-pro-preview,4,1,60,0.0,0.0,0.5,1.0,0.35
gemini-3-pro-preview,4,2,60,0.0,0.0,0.5,0.0,0.15
gemini-3-pro-preview,4,3,60,0.0,0.0,0.5,0.0,0.15
gemini-3-pro-preview,4,4,60,0.0,0.0,0.3,0.0,0.09
gemini-3-pro-preview,0,0,120,0.0,0.0,0.0,0.5,0.1
gemini-3-pro-preview,0,1,120,0.0,0.0,0.0,0.5,0.1
gemini-3-pro-preview,0,2,120,0.0,0.0,0.5,0.0,0.15
gemini-3-pro-preview,0,3,120,0.0,0.0,0.25,0.0,0.075
gemini-3-pro-preview,0,4,120,0.0,0.0,0.10000000000000002,0.5,0.13
gemini-3-pro-preview,1,0,120,0.0,0.0,0.0,0.5,0.1
gemini-3-pro-preview,1,1,120,0.0,0.0,0.0,0.5,0.1
