model,ins_id,param_id,length,correct,num_text,ori,format,total_score
claude-opus-4-5-20251101,0,3,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,0,4,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,1,0,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,1,1,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,1,2,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,1,3,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,1,4,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,2,0,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,2,1,3,1.0,1.0,0.5,0.3,0.675
claude-opus-4-5-20251101,2,2,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,2,3,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,2,4,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,3,0,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,3,1,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,3,2,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,3,3,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,3,4,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,4,0,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,4,1,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,4,2,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,4,3,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,4,4,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
claude-opus-4-5-20251101,0,0,6,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,0,1,6,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,0,2,6,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,0,3,6,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,0,4,6,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,1,0,6,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,1,1,6,1.0,1.0,0.5,0.3,0.675
claude-opus-4-5-20251101,1,2,6,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,1,3,6,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,1,4,6,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,2,0,6,1.0,1.0,0.5,0.3,0.675
claude-opus-4-5-20251101,2,1,6,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,2,2,6,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,2,3,6,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,2,4,6,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,3,0,6,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,3,1,6,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,3,2,6,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,3,3,6,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,3,4,6,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,4,0,6,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,4,1,6,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,4,2,6,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,4,3,6,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,4,4,6,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,0,0,13,1.0,0.64,1.0,1.0,0.9099999999999999
claude-opus-4-5-20251101,0,1,13,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,0,2,13,1.0,1.0,1.0,0.8,0.95
claude-opus-4-5-20251101,0,3,13,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,0,4,13,1.0,1.0,1.0,0.8,0.95
claude-opus-4-5-20251101,1,0,13,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,1,1,13,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,1,2,13,1.0,1.0,1.0,0.8,0.95
claude-opus-4-5-20251101,1,3,13,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,1,4,13,1.0,1.0,1.0,0.8,0.95
claude-opus-4-5-20251101,2,0,13,1.0,1.0,0.5,0.3,0.675
claude-opus-4-5-20251101,2,1,13,1.0,0.48,0.5,0.3,0.545
claude-opus-4-5-20251101,2,2,13,1.0,1.0,1.0,0.8,0.95
claude-opus-4-5-20251101,2,3,13,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,2,4,13,1.0,1.0,1.0,0.8,0.95
claude-opus-4-5-20251101,3,0,13,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,3,1,13,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,3,2,13,1.0,1.0,1.0,0.8,0.95
claude-opus-4-5-20251101,3,3,13,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,3,4,13,1.0,1.0,1.0,0.8,0.95
claude-opus-4-5-20251101,4,0,13,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,4,1,13,1.0,0.48,1.0,1.0,0.8699999999999999
claude-opus-4-5-20251101,4,2,13,1.0,1.0,1.0,0.8,0.95
claude-opus-4-5-20251101,4,3,13,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,4,4,13,1.0,1.0,1.0,0.8,0.95
claude-opus-4-5-20251101,0,0,28,0.9410430839002268,1.0,1.0,1.0,0.9882086167800453
claude-opus-4-5-20251101,0,1,28,1.0,0.6666666666666667,1.0,1.0,0.9166666666666666
claude-opus-4-5-20251101,0,2,28,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
claude-opus-4-5-20251101,0,3,28,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,0,4,28,1.0,0.6666666666666667,1.0,0.8,0.8666666666666666
claude-opus-4-5-20251101,1,0,28,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,1,1,28,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,1,2,28,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,1,3,28,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,1,4,28,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,2,0,28,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,2,1,28,1.0,1.0,0.5,0.3,0.675
claude-opus-4-5-20251101,2,2,28,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,2,3,28,0.9410430839002268,1.0,1.0,1.0,0.9882086167800453
claude-opus-4-5-20251101,2,4,28,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
claude-opus-4-5-20251101,3,0,28,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,3,1,28,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,3,2,28,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,3,3,28,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,3,4,28,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,4,0,28,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,4,1,28,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,4,2,28,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
claude-opus-4-5-20251101,4,3,28,1.0,1.0,1.0,1.0,1.0
claude-opus-4-5-20251101,4,4,28,1.0,1.0,0.5,0.6,0.75
claude-opus-4-5-20251101,0,0,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,0,1,60,0.15625,0.22857142857142856,0.0,0.4,0.18839285714285714
claude-opus-4-5-20251101,0,2,60,0.0625,0.22857142857142856,0.0,0.4,0.16964285714285715
claude-opus-4-5-20251101,0,3,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,0,4,60,0.2864583333333333,0.22857142857142856,0.0,0.4,0.21443452380952382
claude-opus-4-5-20251101,1,0,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,1,1,60,0.140625,0.22857142857142856,0.0,0.4,0.18526785714285715
claude-opus-4-5-20251101,1,2,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,1,3,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,1,4,60,0.2916666666666667,0.22857142857142856,0.0,0.4,0.21547619047619046
claude-opus-4-5-20251101,2,0,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,2,1,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,2,2,60,0.359375,0.22857142857142856,0.0,0.4,0.2290178571428571
claude-opus-4-5-20251101,2,3,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,2,4,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,3,0,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,3,1,60,0.671875,0.22857142857142856,0.0,0.4,0.2915178571428571
claude-opus-4-5-20251101,3,2,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,3,3,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,3,4,60,0.10416666666666667,0.22857142857142856,0.0,0.4,0.17797619047619045
claude-opus-4-5-20251101,4,0,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,4,1,60,0.6875,0.22857142857142856,0.0,0.4,0.2946428571428571
claude-opus-4-5-20251101,4,2,60,0.0703125,0.22857142857142856,0.0,0.4,0.17120535714285715
claude-opus-4-5-20251101,4,3,60,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,4,4,60,0.06770833333333333,0.22857142857142856,0.0,0.4,0.1706845238095238
claude-opus-4-5-20251101,0,0,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,0,1,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,0,2,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,0,3,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,0,4,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,1,0,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,1,1,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,1,2,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,1,3,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,1,4,120,0.10267857142857142,0.22857142857142856,0.0,0.4,0.1776785714285714
claude-opus-4-5-20251101,2,0,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,2,1,120,0.060267857142857144,0.22857142857142856,0.0,0.4,0.16919642857142855
claude-opus-4-5-20251101,2,2,120,0.006696428571428571,0.22857142857142856,0.0,0.4,0.15848214285714285
claude-opus-4-5-20251101,2,3,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,2,4,120,0.09375,0.22857142857142856,0.0,0.4,0.17589285714285713
claude-opus-4-5-20251101,3,0,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,3,1,120,0.3080357142857143,0.22857142857142856,0.0,0.4,0.21875
claude-opus-4-5-20251101,3,2,120,0.15401785714285715,0.22857142857142856,0.0,0.4,0.18794642857142857
claude-opus-4-5-20251101,3,3,120,0.006696428571428571,0.22857142857142856,0.0,0.4,0.15848214285714285
claude-opus-4-5-20251101,3,4,120,0.078125,0.22857142857142856,0.0,0.4,0.17276785714285714
claude-opus-4-5-20251101,4,0,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,4,1,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,4,2,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,4,3,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
claude-opus-4-5-20251101,4,4,120,0.0,0.22857142857142856,0.0,0.4,0.15714285714285714
kimi-k2-0711-preview,0,0,3,0.75,1.0,1.0,1.0,0.95
kimi-k2-0711-preview,0,1,3,0.75,1.0,1.0,1.0,0.95
kimi-k2-0711-preview,0,2,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,0,3,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,0,4,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
kimi-k2-0711-preview,1,0,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,1,1,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,1,2,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,1,3,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,1,4,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,2,0,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,2,1,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,2,2,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,2,3,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,2,4,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,3,0,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
kimi-k2-0711-preview,3,1,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,3,2,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,3,3,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
kimi-k2-0711-preview,3,4,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,4,0,3,1.0,0.0,1.0,1.0,0.75
kimi-k2-0711-preview,4,1,3,0.75,1.0,0.8125,1.0,0.89375
kimi-k2-0711-preview,4,2,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,4,3,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
kimi-k2-0711-preview,4,4,3,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,0,0,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,0,1,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,0,2,6,1.0,1.0,0.5,0.6,0.75
kimi-k2-0711-preview,0,3,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,0,4,6,1.0,1.0,0.5,0.6,0.75
kimi-k2-0711-preview,1,0,6,0.75,0.5333333333333334,0.0,0.6,0.4333333333333334
kimi-k2-0711-preview,1,1,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,1,2,6,1.0,1.0,0.5,0.6,0.75
kimi-k2-0711-preview,1,3,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,1,4,6,1.0,1.0,0.5,0.6,0.75
kimi-k2-0711-preview,2,0,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,2,1,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,2,2,6,1.0,1.0,0.5,0.6,0.75
kimi-k2-0711-preview,2,3,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,2,4,6,1.0,1.0,0.5,0.6,0.75
kimi-k2-0711-preview,3,0,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,3,1,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,3,2,6,1.0,1.0,0.5,0.6,0.75
kimi-k2-0711-preview,3,3,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,3,4,6,1.0,1.0,0.5,0.6,0.75
kimi-k2-0711-preview,4,0,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,4,1,6,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
kimi-k2-0711-preview,4,2,6,1.0,1.0,0.5,0.6,0.75
kimi-k2-0711-preview,4,3,6,1.0,1.0,1.0,1.0,1.0
kimi-k2-0711-preview,4,4,6,1.0,1.0,0.5,0.6,0.75
kimi-k2-0711-preview,0,0,13,0.31640625,0.48,1.0,1.0,0.73328125
kimi-k2-0711-preview,0,1,13,0.65625,0.48,0.8250000000000001,1.0,0.74875
kimi-k2-0711-preview,0,2,13,0.59765625,0.48,0.5,0.4,0.48953125000000003
kimi-k2-0711-preview,0,3,13,0.89453125,0.64,1.0,1.0,0.88890625
kimi-k2-0711-preview,0,4,13,0.87890625,0.64,1.0,0.8,0.8357812499999999
kimi-k2-0711-preview,1,0,13,0.84765625,1.0,1.0,1.0,0.96953125
kimi-k2-0711-preview,1,1,13,0.59765625,0.64,1.0,0.8,0.77953125
kimi-k2-0711-preview,1,2,13,1.0,0.64,1.0,0.8,0.86
kimi-k2-0711-preview,1,3,13,0.89453125,0.64,1.0,1.0,0.88890625
kimi-k2-0711-preview,1,4,13,0.91015625,0.64,0.9416666666666668,0.8,0.82453125
kimi-k2-0711-preview,2,0,13,0.31640625,0.48,1.0,1.0,0.73328125
kimi-k2-0711-preview,2,1,13,0.84765625,0.64,0.9,1.0,0.8495312500000001
kimi-k2-0711-preview,2,2,13,0.36328125,0.48,0.5,0.6,0.49265625
kimi-k2-0711-preview,2,3,13,0.89453125,0.64,1.0,1.0,0.88890625
kimi-k2-0711-preview,2,4,13,0.75,1.0,0.9848484848484849,0.8,0.8954545454545455
kimi-k2-0711-preview,3,0,13,0.66015625,0.48,1.064516129032258,1.0,0.8213860887096773
kimi-k2-0711-preview,3,1,13,0.375,0.48,0.7619047619047619,1.0,0.6735714285714286
kimi-k2-0711-preview,3,2,13,0.84765625,0.64,1.0,0.8,0.8295312499999999
kimi-k2-0711-preview,3,3,13,0.89453125,0.64,1.0,1.0,0.88890625
kimi-k2-0711-preview,3,4,13,0.94140625,0.64,1.0,0.8,0.84828125
kimi-k2-0711-preview,4,0,13,0.84765625,0.64,1.0,1.0,0.87953125
kimi-k2-0711-preview,4,1,13,0.31640625,0.48,1.0,1.0,0.73328125
kimi-k2-0711-preview,4,2,13,0.796875,0.64,1.0,0.8,0.819375
kimi-k2-0711-preview,4,3,13,0.671875,0.64,1.0,0.8,0.7943749999999999
kimi-k2-0711-preview,4,4,13,0.765625,0.64,1.0,0.6,0.7631249999999999
kimi-k2-0711-preview,0,0,28,0.5,0.4,0.875,1.0,0.7125
kimi-k2-0711-preview,0,1,28,0.4642857142857143,0.2666666666666667,0.0,0.6,0.30952380952380953
kimi-k2-0711-preview,0,2,28,0.6043083900226758,0.5333333333333334,1.0,0.8,0.7541950113378685
kimi-k2-0711-preview,0,3,28,0.7998866213151927,0.0,0.9945652173913043,1.0,0.7083468894804298
kimi-k2-0711-preview,0,4,28,0.6547619047619047,1.0,0.9930555555555557,0.8,0.8788690476190476
kimi-k2-0711-preview,1,0,28,0.6111111111111112,0.2666666666666667,0.9655172413793104,1.0,0.728544061302682
kimi-k2-0711-preview,1,1,28,0.5600907029478458,0.4,1.0,0.8,0.7120181405895691
kimi-k2-0711-preview,1,2,28,0.43225623582766437,0.4,0.484375,0.6,0.48176374716553283
kimi-k2-0711-preview,1,3,28,0.628968253968254,0.4,1.0,1.0,0.7757936507936508
kimi-k2-0711-preview,1,4,28,0.5515873015873016,0.6666666666666667,1.0,1.0,0.826984126984127
kimi-k2-0711-preview,2,0,28,0.15192743764172334,0.4,1.0,1.0,0.6803854875283447
kimi-k2-0711-preview,2,1,28,0.11224489795918367,0.4,1.0,1.0,0.6724489795918367
kimi-k2-0711-preview,2,2,28,0.542233560090703,0.4,0.5,0.6,0.5084467120181406
kimi-k2-0711-preview,2,3,28,0.6136621315192744,0.0,1.0,1.0,0.6727324263038549
kimi-k2-0711-preview,2,4,28,0.1927437641723356,0.4,1.0,1.0,0.6885487528344671
kimi-k2-0711-preview,3,0,28,0.5357142857142857,0.4,0.921875,1.0,0.7337053571428571
kimi-k2-0711-preview,3,1,28,0.2755102040816326,0.6666666666666667,1.0,1.0,0.7717687074829932
kimi-k2-0711-preview,3,2,28,0.6454081632653061,1.0,0.951923076923077,1.0,0.9146585557299843
kimi-k2-0711-preview,3,3,28,0.7332766439909297,0.0,0.9743589743589743,0.8,0.6389630211058782
kimi-k2-0711-preview,3,4,28,0.6819727891156462,0.6666666666666667,0.9935897435897436,0.8,0.801138147566719
kimi-k2-0711-preview,4,0,28,0.4642857142857143,0.4,0.921875,1.0,0.7194196428571429
kimi-k2-0711-preview,4,1,28,0.6553287981859411,0.4,0.6592984842596191,1.0,0.678855304915074
kimi-k2-0711-preview,4,2,28,0.5541383219954649,0.6666666666666667,0.9642857142857143,1.0,0.816780045351474
kimi-k2-0711-preview,4,3,28,0.7089002267573696,0.0,1.0,1.0,0.691780045351474
kimi-k2-0711-preview,4,4,28,0.687641723356009,0.6666666666666667,0.98,1.0,0.8481950113378686
kimi-k2-0711-preview,0,0,60,0.3125,1.0,0.9459459459459459,1.0,0.8462837837837839
kimi-k2-0711-preview,0,1,60,0.09375,0.34285714285714286,0.71484375,1.0,0.5689174107142858
kimi-k2-0711-preview,0,2,60,0.2900390625,0.34285714285714286,0.9550000000000001,1.0,0.6802220982142858
kimi-k2-0711-preview,0,3,60,0.4534505208333333,0.6857142857142857,0.9852941176470589,1.0,0.8077069108893558
kimi-k2-0711-preview,0,4,60,0.4118923611111111,0.5714285714285714,0.9935897435897436,1.0,0.7733125381562882
kimi-k2-0711-preview,1,0,60,0.359375,0.34285714285714286,1.0,1.0,0.7075892857142858
kimi-k2-0711-preview,1,1,60,0.031684027777777776,0.34285714285714286,1.0,1.0,0.6420510912698413
kimi-k2-0711-preview,1,2,60,0.2610677083333333,0.0,0.9055555555555556,1.0,0.5738802083333334
kimi-k2-0711-preview,1,3,60,0.3224826388888889,0.6857142857142857,1.0,1.0,0.7859250992063492
kimi-k2-0711-preview,1,4,60,0.1566840277777778,0.34285714285714286,1.0,1.0,0.6670510912698413
kimi-k2-0711-preview,2,0,60,0.0642361111111111,0.34285714285714286,1.0,1.0,0.6485615079365079
kimi-k2-0711-preview,2,1,60,0.0478515625,0.34285714285714286,1.0,1.0,0.6452845982142857
kimi-k2-0711-preview,2,2,60,0.3212890625,0.5714285714285714,0.9270833333333334,1.0,0.7352399553571429
kimi-k2-0711-preview,2,3,60,0.1694878472222222,0.34285714285714286,1.0,1.0,0.6696118551587301
kimi-k2-0711-preview,2,4,60,0.4251302083333333,0.0,0.9555555555555556,1.0,0.6216927083333333
kimi-k2-0711-preview,3,0,60,0.359375,0.6857142857142857,1.0,1.0,0.7933035714285714
kimi-k2-0711-preview,3,1,60,0.0478515625,0.45714285714285713,1.0,1.0,0.6738560267857142
kimi-k2-0711-preview,3,2,60,0.2816840277777778,0.0,0.951388888888889,1.0,0.5917534722222222
kimi-k2-0711-preview,3,3,60,0.3370225694444444,0.34285714285714286,0.9615384615384616,1.0,0.691580338064713
kimi-k2-0711-preview,3,4,60,0.4786241319444444,0.34285714285714286,0.914965986394558,1.0,0.705928908021542
kimi-k2-0711-preview,4,0,60,0.3746744791666667,0.34285714285714286,0.9838709677419355,1.0,0.7058104718701996
kimi-k2-0711-preview,4,1,60,0.031684027777777776,0.5714285714285714,1.0,1.0,0.6991939484126984
kimi-k2-0711-preview,4,2,60,0.22298177083333334,0.0,0.9255319148936169,0.8,0.5222559286347518
kimi-k2-0711-preview,4,3,60,0.3803168402777778,0.0,0.9877049180327869,0.8,0.5723748434653916
kimi-k2-0711-preview,4,4,60,0.4513888888888889,0.11428571428571432,0.9583333333333334,1.0,0.6563492063492063
kimi-k2-0711-preview,0,0,120,0.21047911352040816,0.5714285714285714,0.9705882352941176,1.0,0.7261294361494597
kimi-k2-0711-preview,0,1,120,0.013472576530612243,0.34285714285714286,1.0,1.0,0.6384088010204081
kimi-k2-0711-preview,0,2,120,0.12731186224489796,0.34285714285714286,0.5,0.6,0.4111766581632653
kimi-k2-0711-preview,0,3,120,0.27218191964285715,1.0,0.9777777777777777,1.0,0.8477697172619048
kimi-k2-0711-preview,0,4,120,0.2344547193877551,0.34285714285714286,0.5,0.6,0.4326052295918368
kimi-k2-0711-preview,1,0,120,0.24107142857142858,0.45714285714285713,0.9666666666666667,1.0,0.7024999999999999
kimi-k2-0711-preview,1,1,120,0.013472576530612243,0.34285714285714286,1.0,1.0,0.6384088010204081
kimi-k2-0711-preview,1,2,120,0.23240194515306123,0.6857142857142857,1.0,0.8,0.7179089604591837
kimi-k2-0711-preview,1,3,120,0.14351482780612246,0.34285714285714286,0.9038461538461539,1.0,0.6355710974293564
kimi-k2-0711-preview,1,4,120,0.22999043367346939,0.34285714285714286,1.0,1.0,0.6817123724489795
kimi-k2-0711-preview,2,0,120,0.0548469387755102,0.34285714285714286,1.0,1.0,0.6466836734693878
kimi-k2-0711-preview,2,1,120,0.07366071428571429,0.34285714285714286,0.7693452380952381,1.0,0.58125
kimi-k2-0711-preview,2,2,120,0.030213647959183673,0.34285714285714286,1.0,1.0,0.6417570153061225
kimi-k2-0711-preview,2,3,120,0.04759247448979592,0.34285714285714286,1.0,1.0,0.6452327806122449
kimi-k2-0711-preview,2,4,120,0.29025829081632654,0.34285714285714286,0.9404761904761904,1.0,0.6759088010204082
kimi-k2-0711-preview,3,0,120,0.24776785714285715,0.0,0.9848484848484849,1.0,0.5950081168831168
kimi-k2-0711-preview,3,1,120,0.013472576530612243,0.34285714285714286,1.0,1.0,0.6384088010204081
kimi-k2-0711-preview,3,2,120,0.14415258290816324,0.34285714285714286,0.9545454545454545,1.0,0.6509084386595547
kimi-k2-0711-preview,3,3,120,0.21910873724489796,0.5714285714285714,0.9743589743589743,1.0,0.7289865826138147
kimi-k2-0711-preview,3,4,120,0.3483936543367347,0.34285714285714286,0.9615384615384616,1.0,0.6938545550431712
kimi-k2-0711-preview,4,0,120,0.14383370535714285,0.34285714285714286,1.0,1.0,0.6644810267857143
kimi-k2-0711-preview,4,1,120,0.08970424107142856,0.0,0.9882352941176471,1.0,0.5644114364495798
kimi-k2-0711-preview,4,2,120,0.14447146045918366,0.34285714285714286,0.9722222222222222,1.0,0.6562752444727891
kimi-k2-0711-preview,4,3,120,0.21966677295918366,0.34285714285714286,0.9642857142857143,1.0,0.6689333545918367
kimi-k2-0711-preview,4,4,120,0.30193718112244894,0.34285714285714286,0.9166666666666666,1.0,0.6711017219387755
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,3,0.75,0.5333333333333334,1.0,1.0,0.8333333333333334
