model,ins_id,param_id,length,candi_ori,logit_correct,num_doc,format,total_score
claude-opus-4-5-20251101,3,4,3,1.0,0.9,1.0,0.4,0.7642857142857142
claude-opus-4-5-20251101,4,0,3,1.0,0.9,1.0,0.4,0.7642857142857142
claude-opus-4-5-20251101,4,1,3,1.0,0.9,1.0,0.6,0.8357142857142856
claude-opus-4-5-20251101,4,2,3,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,4,3,3,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,4,4,3,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,0,0,6,1.0,0.9,1.0,0.6,0.8357142857142856
claude-opus-4-5-20251101,0,1,6,1.0,0.9499999999999998,1.0,0.6,0.8464285714285714
claude-opus-4-5-20251101,0,2,6,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,0,3,6,1.0,0.65,1.0,0.6,0.7821428571428571
claude-opus-4-5-20251101,0,4,6,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,1,0,6,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,1,1,6,1.0,0.9499999999999998,1.0,0.6,0.8464285714285714
claude-opus-4-5-20251101,1,2,6,1.0,0.9499999999999998,1.0,0.6,0.8464285714285714
claude-opus-4-5-20251101,1,3,6,1.0,0.65,1.0,0.6,0.7821428571428571
claude-opus-4-5-20251101,1,4,6,1.0,0.9499999999999998,1.0,0.6,0.8464285714285714
claude-opus-4-5-20251101,2,0,6,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,2,1,6,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,2,2,6,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,2,3,6,1.0,0.65,1.0,0.4,0.7107142857142856
claude-opus-4-5-20251101,2,4,6,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,3,0,6,1.0,0.9,1.0,0.4,0.7642857142857142
claude-opus-4-5-20251101,3,1,6,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,3,2,6,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,3,3,6,1.0,0.65,1.0,0.4,0.7107142857142856
claude-opus-4-5-20251101,3,4,6,1.0,0.9499999999999998,1.0,0.4,0.775
claude-opus-4-5-20251101,4,0,6,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,4,1,6,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,4,2,6,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,4,3,6,1.0,0.65,1.0,0.4,0.7107142857142856
claude-opus-4-5-20251101,4,4,6,1.0,0.9,1.0,0.4,0.7642857142857142
claude-opus-4-5-20251101,0,0,13,1.0,0.9111111111111111,1.0,0.6,0.8380952380952381
claude-opus-4-5-20251101,0,1,13,1.0,0.9111111111111111,1.0,0.6,0.8380952380952381
claude-opus-4-5-20251101,0,2,13,1.0,0.9333333333333332,1.0,0.6,0.8428571428571429
claude-opus-4-5-20251101,0,3,13,1.0,0.7111111111111111,1.0,0.6,0.7952380952380952
claude-opus-4-5-20251101,0,4,13,1.0,0.8666666666666667,1.0,0.6,0.8285714285714285
claude-opus-4-5-20251101,1,0,13,1.0,0.9111111111111111,1.0,0.6,0.8380952380952381
claude-opus-4-5-20251101,1,1,13,1.0,0.9111111111111111,1.0,0.6,0.8380952380952381
claude-opus-4-5-20251101,1,2,13,1.0,0.9111111111111111,1.0,0.6,0.8380952380952381
claude-opus-4-5-20251101,1,3,13,1.0,0.7111111111111111,1.0,0.6,0.7952380952380952
claude-opus-4-5-20251101,1,4,13,1.0,0.8666666666666667,1.0,0.6,0.8285714285714285
claude-opus-4-5-20251101,2,0,13,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,2,1,13,1.0,0.9333333333333332,1.0,0.4,0.7714285714285715
claude-opus-4-5-20251101,2,2,13,1.0,0.9333333333333332,1.0,0.4,0.7714285714285715
claude-opus-4-5-20251101,2,3,13,1.0,0.7111111111111111,1.0,0.6,0.7952380952380952
claude-opus-4-5-20251101,2,4,13,1.0,0.2222222222222222,1.0,0.4,0.619047619047619
claude-opus-4-5-20251101,3,0,13,1.0,0.9111111111111111,1.0,0.4,0.7666666666666667
claude-opus-4-5-20251101,3,1,13,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,3,2,13,1.0,1.0,1.0,0.4,0.7857142857142857
claude-opus-4-5-20251101,3,3,13,1.0,0.7111111111111111,1.0,0.4,0.7238095238095238
claude-opus-4-5-20251101,3,4,13,1.0,0.9111111111111111,1.0,0.6,0.8380952380952381
claude-opus-4-5-20251101,4,0,13,1.0,0.9333333333333332,1.0,0.4,0.7714285714285715
claude-opus-4-5-20251101,4,1,13,1.0,0.9333333333333332,1.0,0.4,0.7714285714285715
claude-opus-4-5-20251101,4,2,13,1.0,0.9333333333333332,1.0,0.4,0.7714285714285715
claude-opus-4-5-20251101,4,3,13,1.0,0.6888888888888888,1.0,0.6,0.7904761904761904
claude-opus-4-5-20251101,4,4,13,1.0,0.8888888888888888,1.0,0.4,0.7619047619047619
claude-opus-4-5-20251101,0,0,28,1.0,0.9387755102040817,1.0,0.6,0.8440233236151603
claude-opus-4-5-20251101,0,1,28,1.0,0.9183673469387755,1.0,0.6,0.8396501457725948
claude-opus-4-5-20251101,0,2,28,1.0,0.9693877551020408,1.0,0.6,0.8505830903790087
claude-opus-4-5-20251101,0,3,28,1.0,0.7244897959183674,1.0,0.6,0.7981049562682215
claude-opus-4-5-20251101,0,4,28,1.0,0.9081632653061225,1.0,0.6,0.837463556851312
claude-opus-4-5-20251101,1,0,28,1.0,0.9489795918367347,1.0,0.6,0.8462099125364431
claude-opus-4-5-20251101,1,1,28,1.0,0.9387755102040817,1.0,0.6,0.8440233236151603
claude-opus-4-5-20251101,1,2,28,1.0,0.9489795918367347,1.0,0.6,0.8462099125364431
claude-opus-4-5-20251101,1,3,28,1.0,0.7244897959183674,1.0,0.6,0.7981049562682215
claude-opus-4-5-20251101,1,4,28,1.0,0.9183673469387755,1.0,0.6,0.8396501457725948
claude-opus-4-5-20251101,2,0,28,1.0,0.9795918367346937,1.0,0.6,0.8527696793002916
claude-opus-4-5-20251101,2,1,28,1.0,0.9183673469387755,1.0,0.6,0.8396501457725948
claude-opus-4-5-20251101,2,2,28,1.0,0.9489795918367347,1.0,0.6,0.8462099125364431
claude-opus-4-5-20251101,2,3,28,1.0,0.7040816326530613,1.0,0.4,0.7223032069970845
claude-opus-4-5-20251101,2,4,28,1.0,0.24489795918367344,1.0,0.6,0.6953352769679301
claude-opus-4-5-20251101,3,0,28,1.0,0.9897959183673469,1.0,0.6,0.8549562682215743
claude-opus-4-5-20251101,3,1,28,1.0,0.9285714285714285,1.0,0.6,0.8418367346938774
claude-opus-4-5-20251101,3,2,28,1.0,0.9285714285714285,1.0,0.6,0.8418367346938774
claude-opus-4-5-20251101,3,3,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
claude-opus-4-5-20251101,3,4,28,1.0,0.22448979591836735,1.0,0.6,0.6909620991253644
claude-opus-4-5-20251101,4,0,28,1.0,0.9897959183673469,1.0,0.4,0.7835276967930029
claude-opus-4-5-20251101,4,1,28,1.0,0.9387755102040817,1.0,0.6,0.8440233236151603
claude-opus-4-5-20251101,4,2,28,1.0,0.9693877551020408,1.0,0.4,0.7791545189504373
claude-opus-4-5-20251101,4,3,28,1.0,0.7142857142857143,1.0,0.6,0.7959183673469388
claude-opus-4-5-20251101,4,4,28,1.0,0.23469387755102042,1.0,0.6,0.6931486880466472
claude-opus-4-5-20251101,0,0,60,0.0,0.0,0.11627906976744189,0.0,0.024916943521594688
claude-opus-4-5-20251101,0,1,60,0.0,0.0,0.14728682170542637,0.0,0.03156146179401994
claude-opus-4-5-20251101,0,2,60,0.0,0.0,0.21317829457364343,0.0,0.04568106312292359
claude-opus-4-5-20251101,0,3,60,0.0,0.0,0.2596899224806201,0.0,0.05564784053156145
claude-opus-4-5-20251101,0,4,60,0.0,0.0,0.04651162790697679,0.0,0.009966777408637884
claude-opus-4-5-20251101,1,0,60,0.0,0.0,0.18217054263565893,0.0,0.039036544850498345
claude-opus-4-5-20251101,1,1,60,0.0,0.0,0.13565891472868213,0.0,0.029069767441860458
claude-opus-4-5-20251101,1,2,60,0.0,0.0,0.2170542635658915,0.0,0.04651162790697675
claude-opus-4-5-20251101,1,3,60,0.0,0.0,0.0077519379844961005,0.0,0.0016611295681063073
claude-opus-4-5-20251101,1,4,60,0.0,0.0,0.2674418604651163,0.0,0.05730897009966778
claude-opus-4-5-20251101,2,0,60,0.0,0.0,0.06589147286821705,0.0,0.014119601328903652
claude-opus-4-5-20251101,2,1,60,0.0,0.0,0.17829457364341086,0.0,0.03820598006644519
claude-opus-4-5-20251101,2,2,60,0.0,0.0,0.18604651162790697,0.0,0.03986710963455149
claude-opus-4-5-20251101,2,3,60,0.0,0.0,0.18992248062015502,0.0,0.04069767441860465
claude-opus-4-5-20251101,2,4,60,0.0,0.0,0.18604651162790697,0.0,0.03986710963455149
claude-opus-4-5-20251101,3,0,60,0.0,0.0,0.17829457364341086,0.0,0.03820598006644519
claude-opus-4-5-20251101,3,1,60,0.0,0.0,0.13565891472868213,0.0,0.029069767441860458
claude-opus-4-5-20251101,3,2,60,0.0,0.0,0.18604651162790697,0.0,0.03986710963455149
claude-opus-4-5-20251101,3,3,60,0.0,0.0,0.04651162790697679,0.0,0.009966777408637884
claude-opus-4-5-20251101,3,4,60,0.0,0.0,0.21317829457364343,0.0,0.04568106312292359
claude-opus-4-5-20251101,4,0,60,0.0,0.0,0.21317829457364343,0.0,0.04568106312292359
claude-opus-4-5-20251101,4,1,60,0.0,0.0,0.12790697674418602,0.0,0.02740863787375415
claude-opus-4-5-20251101,4,2,60,0.0,0.0,0.034883720930232544,0.0,0.007475083056478403
claude-opus-4-5-20251101,4,3,60,0.0,0.0,0.20542635658914732,0.0,0.04401993355481728
claude-opus-4-5-20251101,4,4,60,0.0,0.0,0.17829457364341086,0.0,0.03820598006644519
claude-opus-4-5-20251101,0,0,120,0.0,0.0,0.011547344110854526,0.0,0.0024744308808973985
claude-opus-4-5-20251101,0,1,120,0.0,0.0,0.005773672055427263,0.0,0.0012372154404486993
claude-opus-4-5-20251101,0,2,120,0.0,0.0,0.011547344110854526,0.0,0.0024744308808973985
claude-opus-4-5-20251101,0,3,120,0.0,0.0,0.023094688221709053,0.0,0.004948861761794797
claude-opus-4-5-20251101,0,4,120,0.0,0.0,0.09430331023864508,0.0,0.020207852193995374
claude-opus-4-5-20251101,1,0,120,0.0,0.0,0.07698229407236339,0.0,0.016496205872649296
claude-opus-4-5-20251101,1,1,120,0.0,0.0,0.07698229407236339,0.0,0.016496205872649296
claude-opus-4-5-20251101,1,2,120,0.0,0.0,0.09237875288683602,0.0,0.019795447047179147
claude-opus-4-5-20251101,1,3,120,0.0,0.0,0.009622786759045376,0.0,0.002062025734081152
claude-opus-4-5-20251101,1,4,120,0.0,0.0,0.09430331023864508,0.0,0.020207852193995374
claude-opus-4-5-20251101,2,0,120,0.0,0.0,0.057736720554272536,0.0,0.012372154404486971
claude-opus-4-5-20251101,2,1,120,0.0,0.0,0.1058506543494996,0.0,0.022682283074892774
claude-opus-4-5-20251101,2,2,120,0.0,0.0,0.09237875288683602,0.0,0.019795447047179147
claude-opus-4-5-20251101,2,3,120,0.0,0.0,0.09237875288683602,0.0,0.019795447047179147
claude-opus-4-5-20251101,2,4,120,0.0,0.0,0.009622786759045376,0.0,0.002062025734081152
claude-opus-4-5-20251101,3,0,120,0.0,0.0,0.04811393379522707,0.0,0.0103101286704058
claude-opus-4-5-20251101,3,1,120,0.0,0.0,0.019245573518090846,0.0,0.004124051468162324
claude-opus-4-5-20251101,3,2,120,0.0,0.0,0.09430331023864508,0.0,0.020207852193995374
claude-opus-4-5-20251101,3,3,120,0.0,0.0,0.01732101616628179,0.0,0.0037116463213460976
claude-opus-4-5-20251101,3,4,120,0.0,0.0,0.10392609699769055,0.0,0.022269877928076547
claude-opus-4-5-20251101,4,0,120,0.0,0.0,0.09237875288683602,0.0,0.019795447047179147
claude-opus-4-5-20251101,4,1,120,0.0,0.0,0.09237875288683602,0.0,0.019795447047179147
claude-opus-4-5-20251101,4,2,120,0.0,0.0,0.026943802925327165,0.0,0.005773672055427249
claude-opus-4-5-20251101,4,3,120,0.0,0.0,0.09430331023864508,0.0,0.020207852193995374
claude-opus-4-5-20251101,4,4,120,0.0,0.0,0.07505773672055423,0.0,0.01608380072583305
kimi-k2-0711-preview,0,0,3,1.0,0.3,1.0,0.6,0.7071428571428572
kimi-k2-0711-preview,0,1,3,1.0,0.6,1.0,0.6,0.7714285714285715
kimi-k2-0711-preview,0,2,3,1.0,0.6,1.0,0.6,0.7714285714285715
kimi-k2-0711-preview,0,3,3,1.0,0.5,1.0,0.6,0.75
kimi-k2-0711-preview,0,4,3,1.0,0.6,1.0,0.6,0.7714285714285715
kimi-k2-0711-preview,1,0,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
kimi-k2-0711-preview,1,1,3,1.0,0.4000000000000001,1.0,0.6,0.7285714285714285
kimi-k2-0711-preview,1,2,3,1.0,0.6,1.0,0.6,0.7714285714285715
kimi-k2-0711-preview,1,3,3,1.0,0.6,1.0,0.6,0.7714285714285715
kimi-k2-0711-preview,1,4,3,1.0,0.3,1.0,1.0,0.85
kimi-k2-0711-preview,2,0,3,1.0,0.6,1.0,0.6,0.7714285714285715
kimi-k2-0711-preview,2,1,3,1.0,0.20000000000000004,1.0,0.6,0.6857142857142857
kimi-k2-0711-preview,2,2,3,1.0,0.6,1.0,0.6,0.7714285714285715
kimi-k2-0711-preview,2,3,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
kimi-k2-0711-preview,2,4,3,1.0,0.4000000000000001,1.0,0.6,0.7285714285714285
kimi-k2-0711-preview,3,0,3,1.0,0.4000000000000001,1.0,1.0,0.8714285714285713
kimi-k2-0711-preview,3,1,3,1.0,0.6,1.0,1.0,0.9142857142857144
kimi-k2-0711-preview,3,2,3,1.0,0.5,1.0,0.6,0.75
kimi-k2-0711-preview,3,3,3,1.0,0.5,1.0,1.0,0.8928571428571429
kimi-k2-0711-preview,3,4,3,1.0,0.6,1.0,1.0,0.9142857142857144
kimi-k2-0711-preview,4,0,3,1.0,0.6,1.0,0.6,0.7714285714285715
kimi-k2-0711-preview,4,1,3,1.0,0.6,1.0,0.6,0.7714285714285715
kimi-k2-0711-preview,4,2,3,1.0,0.5,1.0,0.6,0.75
kimi-k2-0711-preview,4,3,3,1.0,0.6,1.0,0.6,0.7714285714285715
kimi-k2-0711-preview,4,4,3,1.0,0.4000000000000001,1.0,0.6,0.7285714285714285
kimi-k2-0711-preview,0,0,6,1.0,0.8000000000000002,1.0,0.6,0.8142857142857143
kimi-k2-0711-preview,0,1,6,1.0,0.85,1.0,0.6,0.8250000000000001
kimi-k2-0711-preview,0,2,6,1.0,0.85,1.0,0.6,0.8250000000000001
kimi-k2-0711-preview,0,3,6,1.0,0.55,1.0,0.6,0.7607142857142858
kimi-k2-0711-preview,0,4,6,1.0,0.8000000000000002,1.0,0.6,0.8142857142857143
kimi-k2-0711-preview,1,0,6,1.0,0.85,1.0,0.6,0.8250000000000001
kimi-k2-0711-preview,1,1,6,1.0,0.85,1.0,0.6,0.8250000000000001
kimi-k2-0711-preview,1,2,6,1.0,0.8000000000000002,1.0,0.6,0.8142857142857143
kimi-k2-0711-preview,1,3,6,1.0,0.5,1.0,0.6,0.75
kimi-k2-0711-preview,1,4,6,1.0,0.45,1.0,0.6,0.7392857142857142
kimi-k2-0711-preview,2,0,6,1.0,0.85,1.0,0.6,0.8250000000000001
kimi-k2-0711-preview,2,1,6,1.0,0.8000000000000002,1.0,0.6,0.8142857142857143
kimi-k2-0711-preview,2,2,6,1.0,0.75,1.0,0.6,0.8035714285714286
kimi-k2-0711-preview,2,3,6,1.0,0.55,1.0,0.6,0.7607142857142858
kimi-k2-0711-preview,2,4,6,1.0,0.65,1.0,0.6,0.7821428571428571
kimi-k2-0711-preview,3,0,6,1.0,0.8000000000000002,1.0,1.0,0.9571428571428572
kimi-k2-0711-preview,3,1,6,1.0,0.8000000000000002,1.0,1.0,0.9571428571428572
kimi-k2-0711-preview,3,2,6,1.0,0.85,1.0,1.0,0.9678571428571429
kimi-k2-0711-preview,3,3,6,1.0,0.55,1.0,1.0,0.9035714285714286
kimi-k2-0711-preview,3,4,6,1.0,0.6999999999999998,1.0,1.0,0.9357142857142857
kimi-k2-0711-preview,4,0,6,1.0,0.85,1.0,0.6,0.8250000000000001
kimi-k2-0711-preview,4,1,6,1.0,0.8000000000000002,1.0,0.6,0.8142857142857143
kimi-k2-0711-preview,4,2,6,1.0,0.8000000000000002,1.0,0.6,0.8142857142857143
kimi-k2-0711-preview,4,3,6,1.0,0.55,1.0,0.6,0.7607142857142858
kimi-k2-0711-preview,4,4,6,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
kimi-k2-0711-preview,0,0,13,1.0,0.7555555555555555,1.0,0.6,0.8047619047619047
kimi-k2-0711-preview,0,1,13,1.0,0.7555555555555555,1.0,0.6,0.8047619047619047
kimi-k2-0711-preview,0,2,13,1.0,0.8444444444444444,1.0,0.6,0.8238095238095238
kimi-k2-0711-preview,0,3,13,1.0,0.6666666666666666,1.0,0.6,0.7857142857142857
kimi-k2-0711-preview,0,4,13,1.0,0.8444444444444444,1.0,0.6,0.8238095238095238
kimi-k2-0711-preview,1,0,13,1.0,0.6222222222222222,1.0,0.6,0.7761904761904762
kimi-k2-0711-preview,1,1,13,1.0,0.8444444444444444,1.0,1.0,0.9666666666666667
kimi-k2-0711-preview,1,2,13,1.0,0.7777777777777778,1.0,0.6,0.8095238095238095
kimi-k2-0711-preview,1,3,13,1.0,0.6444444444444445,1.0,0.6,0.780952380952381
kimi-k2-0711-preview,1,4,13,1.0,0.8444444444444444,1.0,0.6,0.8238095238095238
kimi-k2-0711-preview,2,0,13,1.0,0.8444444444444444,1.0,0.6,0.8238095238095238
kimi-k2-0711-preview,2,1,13,1.0,0.8000000000000002,1.0,0.6,0.8142857142857143
kimi-k2-0711-preview,2,2,13,1.0,0.6888888888888888,1.0,0.6,0.7904761904761904
kimi-k2-0711-preview,2,3,13,1.0,0.6222222222222222,1.0,0.6,0.7761904761904762
kimi-k2-0711-preview,2,4,13,1.0,0.8000000000000002,1.0,0.6,0.8142857142857143
kimi-k2-0711-preview,3,0,13,1.0,0.8222222222222223,1.0,1.0,0.9619047619047619
kimi-k2-0711-preview,3,1,13,1.0,0.8000000000000002,1.0,1.0,0.9571428571428572
kimi-k2-0711-preview,3,2,13,1.0,0.6666666666666666,1.0,1.0,0.9285714285714286
kimi-k2-0711-preview,3,3,13,1.0,0.6222222222222222,1.0,1.0,0.9190476190476191
kimi-k2-0711-preview,3,4,13,1.0,0.6,1.0,1.0,0.9142857142857144
kimi-k2-0711-preview,4,0,13,1.0,0.8222222222222223,1.0,0.6,0.819047619047619
kimi-k2-0711-preview,4,1,13,1.0,0.6222222222222222,1.0,0.6,0.7761904761904762
kimi-k2-0711-preview,4,2,13,1.0,0.6666666666666666,1.0,1.0,0.9285714285714286
kimi-k2-0711-preview,4,3,13,1.0,0.6666666666666666,1.0,0.6,0.7857142857142857
kimi-k2-0711-preview,4,4,13,1.0,0.8444444444444444,1.0,0.6,0.8238095238095238
kimi-k2-0711-preview,0,0,28,1.0,0.4489795918367347,1.0,0.6,0.739067055393586
kimi-k2-0711-preview,0,1,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
kimi-k2-0711-preview,0,2,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
kimi-k2-0711-preview,0,3,28,1.0,0.6836734693877551,1.0,0.6,0.7893586005830903
kimi-k2-0711-preview,0,4,28,1.0,0.7244897959183674,1.0,0.6,0.7981049562682215
kimi-k2-0711-preview,1,0,28,1.0,0.7755102040816326,1.0,0.6,0.8090379008746356
kimi-k2-0711-preview,1,1,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
kimi-k2-0711-preview,1,2,28,1.0,0.35714285714285715,1.0,1.0,0.8622448979591837
kimi-k2-0711-preview,1,3,28,1.0,0.6428571428571429,1.0,1.0,0.923469387755102
kimi-k2-0711-preview,1,4,28,1.0,0.7142857142857143,1.0,0.6,0.7959183673469388
kimi-k2-0711-preview,2,0,28,1.0,0.6122448979591837,1.0,0.6,0.7740524781341108
kimi-k2-0711-preview,2,1,28,1.0,0.39795918367346933,1.0,0.6,0.728134110787172
kimi-k2-0711-preview,2,2,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
kimi-k2-0711-preview,2,3,28,1.0,0.7040816326530613,1.0,0.6,0.7937317784256559
kimi-k2-0711-preview,2,4,28,1.0,0.7244897959183674,1.0,0.6,0.7981049562682215
kimi-k2-0711-preview,3,0,28,1.0,0.45918367346938777,1.0,1.0,0.8841107871720116
kimi-k2-0711-preview,3,1,28,1.0,0.45918367346938777,1.0,1.0,0.8841107871720116
kimi-k2-0711-preview,3,2,28,1.0,0.6938775510204082,1.0,1.0,0.9344023323615159
kimi-k2-0711-preview,3,3,28,1.0,0.673469387755102,1.0,1.0,0.9300291545189504
kimi-k2-0711-preview,3,4,28,1.0,0.7244897959183674,1.0,1.0,0.9409620991253644
kimi-k2-0711-preview,4,0,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
kimi-k2-0711-preview,4,1,28,1.0,0.6530612244897959,1.0,0.6,0.782798833819242
kimi-k2-0711-preview,4,2,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
kimi-k2-0711-preview,4,3,28,1.0,0.6632653061224489,1.0,0.6,0.7849854227405249
kimi-k2-0711-preview,4,4,28,0.0,0.0,0.8248299319727891,0.6,0.39103498542274057
kimi-k2-0711-preview,0,0,60,1.0,0.627906976744186,1.0,0.6,0.7774086378737541
kimi-k2-0711-preview,0,1,60,1.0,0.6325581395348837,1.0,0.6,0.778405315614618
kimi-k2-0711-preview,0,2,60,1.0,0.6186046511627907,1.0,0.4,0.7039867109634551
kimi-k2-0711-preview,0,3,60,1.0,0.6325581395348837,1.0,0.6,0.778405315614618
kimi-k2-0711-preview,0,4,60,1.0,0.6790697674418604,1.0,0.6,0.7883720930232558
kimi-k2-0711-preview,1,0,60,1.0,0.627906976744186,1.0,0.6,0.7774086378737541
kimi-k2-0711-preview,1,1,60,1.0,0.4930232558139535,1.0,0.6,0.7485049833887043
kimi-k2-0711-preview,1,2,60,1.0,0.6325581395348837,1.0,0.6,0.778405315614618
kimi-k2-0711-preview,1,3,60,1.0,0.42790697674418604,1.0,1.0,0.8774086378737541
kimi-k2-0711-preview,1,4,60,1.0,0.6697674418604652,1.0,0.6,0.7863787375415282
kimi-k2-0711-preview,2,0,60,1.0,0.4697674418604651,1.0,0.6,0.7435215946843854
kimi-k2-0711-preview,2,1,60,1.0,0.47441860465116276,1.0,0.6,0.7445182724252492
kimi-k2-0711-preview,2,2,60,1.0,0.6,1.0,0.6,0.7714285714285715
kimi-k2-0711-preview,2,3,60,1.0,0.4325581395348837,1.0,0.6,0.735548172757475
kimi-k2-0711-preview,2,4,60,1.0,0.6558139534883721,1.0,0.6,0.7833887043189369
kimi-k2-0711-preview,3,0,60,1.0,0.627906976744186,1.0,0.6,0.7774086378737541
kimi-k2-0711-preview,3,1,60,1.0,0.4604651162790698,1.0,0.6,0.7415282392026578
kimi-k2-0711-preview,3,2,60,1.0,0.4604651162790698,1.0,0.6,0.7415282392026578
kimi-k2-0711-preview,3,3,60,1.0,0.6325581395348837,1.0,0.6,0.778405315614618
kimi-k2-0711-preview,3,4,60,1.0,0.6744186046511628,1.0,0.6,0.7873754152823921
kimi-k2-0711-preview,4,0,60,1.0,0.44186046511627913,1.0,0.6,0.7375415282392027
kimi-k2-0711-preview,4,1,60,1.0,0.6325581395348837,1.0,0.6,0.778405315614618
kimi-k2-0711-preview,4,2,60,1.0,0.4697674418604651,1.0,0.6,0.7435215946843854
kimi-k2-0711-preview,4,3,60,1.0,0.6325581395348837,1.0,0.6,0.778405315614618
kimi-k2-0711-preview,4,4,60,1.0,0.6790697674418604,1.0,0.6,0.7883720930232558
kimi-k2-0711-preview,0,0,120,1.0,0.6166281755196305,1.0,0.6,0.7749917518970637
kimi-k2-0711-preview,0,1,120,1.0,0.6166281755196305,1.0,0.6,0.7749917518970637
kimi-k2-0711-preview,0,2,120,0.0,0.0,0.8314087759815242,0.6,0.39244473771032656
kimi-k2-0711-preview,0,3,120,0.0,0.0,0.8314087759815242,0.0,0.17815902342461234
kimi-k2-0711-preview,0,4,120,1.0,0.648960739030023,1.0,0.6,0.7819201583635763
kimi-k2-0711-preview,1,0,120,0.0,0.0,0.0808314087759815,0.6,0.23160673045199603
kimi-k2-0711-preview,1,1,120,1.0,0.6166281755196305,1.0,0.6,0.7749917518970637
kimi-k2-0711-preview,1,2,120,1.0,0.6166281755196305,0.8314087759815242,0.0,0.5245793467502474
kimi-k2-0711-preview,1,3,120,0.0,0.0,0.8314087759815242,0.6,0.39244473771032656
kimi-k2-0711-preview,1,4,120,1.0,0.6581986143187067,1.0,0.6,0.7838997030682943
kimi-k2-0711-preview,2,0,120,1.0,0.6143187066974596,1.0,0.6,0.7744968657208842
kimi-k2-0711-preview,2,1,120,0.0,0.0,0.8275596612779061,0.6,0.39161992741669416
kimi-k2-0711-preview,2,2,120,1.0,0.581986143187067,1.0,0.6,0.7675684592543714
kimi-k2-0711-preview,2,3,120,0.0,0.0,0.8314087759815242,0.6,0.39244473771032656
kimi-k2-0711-preview,2,4,120,1.0,0.6628175519630485,1.0,0.6,0.7848894754206531
kimi-k2-0711-preview,3,0,120,1.0,0.6166281755196305,1.0,0.6,0.7749917518970637
kimi-k2-0711-preview,3,1,120,0.0,0.0,0.8314087759815242,0.4,0.32101616628175517
kimi-k2-0711-preview,3,2,120,0.0,0.0,0.8237105465742879,0.0,0.17650940283734742
kimi-k2-0711-preview,3,3,120,0.0,0.0,0.8314087759815242,0.6,0.39244473771032656
kimi-k2-0711-preview,3,4,120,0.0,0.0,0.8314087759815242,0.6,0.39244473771032656
kimi-k2-0711-preview,4,0,120,1.0,0.6166281755196305,1.0,0.6,0.7749917518970637
kimi-k2-0711-preview,4,1,120,0.0,0.0,0.8179368745188608,0.9926096997690532,0.5297756516001321
kimi-k2-0711-preview,4,2,120,0.0,0.0,0.8237105465742879,0.0,0.17650940283734742
kimi-k2-0711-preview,4,3,120,0.0,0.0,0.8314087759815242,0.0,0.17815902342461234
kimi-k2-0711-preview,4,4,120,1.0,0.6628175519630485,1.0,0.6,0.7848894754206531
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,3,1.0,0.8000000000000002,1.0,0.4,0.7428571428571429
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,3,1.0,0.9,0.0,0.0,0.40714285714285714
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,3,1.0,0.3,1.0,0.4,0.6357142857142858
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,3,1.0,0.6,1.0,0.4,0.7000000000000001
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,3,0.0,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,3,1.0,0.9,1.0,0.4,0.7642857142857142
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,3,1.0,0.9,1.0,0.4,0.7642857142857142
